11, 12, 13, 14, 15, 16, 17
11, 12, 13, 14, 15, 16, 18
11, 12, 13, 14, 15, 16, 19
11, 12, 13, 14, 15, 16, 20
11, 12, 13, 14, 15, 17, 18
11, 12, 13, 14, 15, 17, 19
11, 12, 13, 14, 15, 17, 20
11, 12, 13, 14, 15, 18, 19
11, 12, 13, 14, 15, 18, 20
11, 12, 13, 14, 15, 19, 20
11, 12, 13, 14, 16, 17, 18
11, 12, 13, 14, 16, 17, 19
11, 12, 13, 14, 16, 17, 20
11, 12, 13, 14, 16, 18, 19
11, 12, 13, 14, 16, 18, 20
11, 12, 13, 14, 16, 19, 20
11, 12, 13, 14, 17, 18, 19
11, 12, 13, 14, 17, 18, 20
11, 12, 13, 14, 17, 19, 20
11, 12, 13, 14, 18, 19, 20
11, 12, 13, 15, 16, 17, 18
11, 12, 13, 15, 16, 17, 19
11, 12, 13, 15, 16, 17, 20
11, 12, 13, 15, 16, 18, 19
11, 12, 13, 15, 16, 18, 20
11, 12, 13, 15, 16, 19, 20
11, 12, 13, 15, 17, 18, 19
11, 12, 13, 15, 17, 18, 20
11, 12, 13, 15, 17, 19, 20
11, 12, 13, 15, 18, 19, 20
11, 12, 13, 16, 17, 18, 19
11, 12, 13, 16, 17, 18, 20
11, 12, 13, 16, 17, 19, 20
11, 12, 13, 16, 18, 19, 20
11, 12, 13, 17, 18, 19, 20
11, 12, 14, 15, 16, 17, 18
11, 12, 14, 15, 16, 17, 19
11, 12, 14, 15, 16, 17, 20
11, 12, 14, 15, 16, 18, 19
11, 12, 14, 15, 16, 18, 20
11, 12, 14, 15, 16, 19, 20
11, 12, 14, 15, 17, 18, 19
11, 12, 14, 15, 17, 18, 20
11, 12, 14, 15, 17, 19, 20
11, 12, 14, 15, 18, 19, 20
11, 12, 14, 16, 17, 18, 19
11, 12, 14, 16, 17, 18, 20
11, 12, 14, 16, 17, 19, 20
11, 12, 14, 16, 18, 19, 20
11, 12, 14, 17, 18, 19, 20
11, 12, 15, 16, 17, 18, 19
11, 12, 15, 16, 17, 18, 20
11, 12, 15, 16, 17, 19, 20
11, 12, 15, 16, 18, 19, 20
11, 12, 15, 17, 18, 19, 20
11, 12, 16, 17, 18, 19, 20
11, 13, 14, 15, 16, 17, 18
11, 13, 14, 15, 16, 17, 19
11, 13, 14, 15, 16, 17, 20
11, 13, 14, 15, 16, 18, 19
11, 13, 14, 15, 16, 18, 20
11, 13, 14, 15, 16, 19, 20
11, 13, 14, 15, 17, 18, 19
11, 13, 14, 15, 17, 18, 20
11, 13, 14, 15, 17, 19, 20
11, 13, 14, 15, 18, 19, 20
11, 13, 14, 16, 17, 18, 19
11, 13, 14, 16, 17, 18, 20
11, 13, 14, 16, 17, 19, 20
11, 13, 14, 16, 18, 19, 20
11, 13, 14, 17, 18, 19, 20
11, 13, 15, 16, 17, 18, 19
11, 13, 15, 16, 17, 18, 20
11, 13, 15, 16, 17, 19, 20
11, 13, 15, 16, 18, 19, 20
11, 13, 15, 17, 18, 19, 20
11, 13, 16, 17, 18, 19, 20
11, 14, 15, 16, 17, 18, 19
11, 14, 15, 16, 17, 18, 20
11, 14, 15, 16, 17, 19, 20
11, 14, 15, 16, 18, 19, 20
11, 14, 15, 17, 18, 19, 20
11, 14, 16, 17, 18, 19, 20
11, 15, 16, 17, 18, 19, 20
12, 13, 14, 15, 16, 17, 18
12, 13, 14, 15, 16, 17, 19
12, 13, 14, 15, 16, 17, 20
12, 13, 14, 15, 16, 18, 19
12, 13, 14, 15, 16, 18, 20
12, 13, 14, 15, 16, 19, 20
12, 13, 14, 15, 17, 18, 19
12, 13, 14, 15, 17, 18, 20
12, 13, 14, 15, 17, 19, 20
12, 13, 14, 15, 18, 19, 20
12, 13, 14, 16, 17, 18, 19
12, 13, 14, 16, 17, 18, 20
12, 13, 14, 16, 17, 19, 20
12, 13, 14, 16, 18, 19, 20
12, 13, 14, 17, 18, 19, 20
12, 13, 15, 16, 17, 18, 19
12, 13, 15, 16, 17, 18, 20
12, 13, 15, 16, 17, 19, 20
12, 13, 15, 16, 18, 19, 20
12, 13, 15, 17, 18, 19, 20
12, 13, 16, 17, 18, 19, 20
12, 14, 15, 16, 17, 18, 19
12, 14, 15, 16, 17, 18, 20
12, 14, 15, 16, 17, 19, 20
12, 14, 15, 16, 18, 19, 20
12, 14, 15, 17, 18, 19, 20
12, 14, 16, 17, 18, 19, 20
12, 15, 16, 17, 18, 19, 20
13, 14, 15, 16, 17, 18, 19
13, 14, 15, 16, 17, 18, 20
13, 14, 15, 16, 17, 19, 20
13, 14, 15, 16, 18, 19, 20
13, 14, 15, 17, 18, 19, 20
13, 14, 16, 17, 18, 19, 20
13, 15, 16, 17, 18, 19, 20
14, 15, 16, 17, 18, 19, 20